pokemon,height,weight,base_experience,type_1,type_2,hp,attack,defense,special_attack,special_defense,speed,egg_group_1,egg_group_2,generation_id,dual_type,log_weight,log_height,base_stat_total
mismagius,0.9,4.4,173,ghost,NA,60,60,60,105,105,105,indeterminate,NA,4,FALSE,1.4816045409242156,-0.10536051565782628,495
honchkrow,0.9,27.3,177,dark,flying,100,125,52,105,52,71,flying,NA,4,TRUE,3.3068867021909143,-0.10536051565782628,505
glameow,0.5,3.9,62,normal,NA,49,55,42,42,37,85,ground,NA,4,FALSE,1.3609765531356006,-0.6931471805599453,310
purugly,1,43.8,158,normal,NA,71,82,64,64,59,112,ground,NA,4,FALSE,3.7796338173824005,0,452
chingling,0.2,0.6,57,psychic,NA,45,30,50,65,50,45,no-eggs,NA,4,FALSE,-0.5108256237659907,-1.6094379124341003,285
stunky,0.4,19.2,66,poison,dark,63,63,47,41,41,74,ground,NA,4,TRUE,2.954910279033736,-0.916290731874155,329
skuntank,1,38,168,poison,dark,103,93,67,71,61,84,ground,NA,4,TRUE,3.6375861597263857,0,479
bronzor,0.5,60.5,60,steel,psychic,57,24,86,24,86,23,mineral,NA,4,TRUE,4.102643365036796,-0.6931471805599453,300
bronzong,1.3,187,175,steel,psychic,67,89,116,79,116,33,mineral,NA,4,TRUE,5.231108616854587,0.26236426446749106,500
bonsly,0.5,15,58,rock,NA,50,80,95,10,45,10,no-eggs,NA,4,FALSE,2.70805020110221,-0.6931471805599453,290
mime-jr,0.6,13,62,psychic,fairy,20,25,45,70,90,60,no-eggs,NA,4,TRUE,2.5649493574615367,-0.5108256237659907,310
happiny,0.6,24.4,110,normal,NA,100,5,5,15,65,30,no-eggs,NA,4,FALSE,3.1945831322991562,-0.5108256237659907,220
chatot,0.5,1.9,144,normal,flying,76,65,45,92,42,91,flying,NA,4,TRUE,0.6418538861723947,-0.6931471805599453,411
spiritomb,1,108,170,ghost,dark,50,92,108,92,108,35,indeterminate,NA,4,TRUE,4.68213122712422,0,485
gible,0.7,20.5,60,dragon,ground,58,70,45,40,45,42,monster,dragon,4,TRUE,3.0204248861443626,-0.35667494393873245,300
gabite,1.4,56,144,dragon,ground,68,90,65,50,55,82,monster,dragon,4,TRUE,4.02535169073515,0.3364722366212129,410
garchomp,1.9,95,270,dragon,ground,108,130,95,80,85,102,monster,dragon,4,TRUE,4.553876891600541,0.6418538861723947,600
munchlax,0.6,105,78,normal,NA,135,85,40,40,85,5,no-eggs,NA,4,FALSE,4.653960350157523,-0.5108256237659907,390
riolu,0.7,20.2,57,fighting,NA,40,70,40,35,40,60,no-eggs,NA,4,FALSE,3.005682604407159,-0.35667494393873245,285
lucario,1.2,54,184,fighting,steel,70,110,70,115,70,90,ground,humanshape,4,TRUE,3.9889840465642745,0.1823215567939546,525
hippopotas,0.8,49.5,66,ground,NA,68,72,78,38,42,32,ground,NA,4,FALSE,3.901972669574645,-0.2231435513142097,330
hippowdon,2,300,184,ground,NA,108,112,118,68,72,47,ground,NA,4,FALSE,5.703782474656201,0.6931471805599453,525
skorupi,0.8,12,66,poison,bug,40,50,90,30,55,65,bug,water3,4,TRUE,2.4849066497880004,-0.2231435513142097,330
drapion,1.3,61.5,175,poison,dark,70,90,110,60,75,95,bug,water3,4,TRUE,4.119037174812473,0.26236426446749106,500
croagunk,0.7,23,60,poison,fighting,48,61,40,61,40,50,humanshape,NA,4,TRUE,3.1354942159291497,-0.35667494393873245,300
toxicroak,1.3,44.4,172,poison,fighting,83,106,65,86,65,85,humanshape,NA,4,TRUE,3.7932394694381792,0.26236426446749106,490
carnivine,1.4,27,159,grass,NA,74,100,72,90,72,46,plant,NA,4,FALSE,3.295836866004329,0.3364722366212129,454
finneon,0.4,7,66,water,NA,49,49,56,49,61,66,water2,NA,4,FALSE,1.9459101490553132,-0.916290731874155,330
lumineon,1.2,24,161,water,NA,69,69,76,69,86,91,water2,NA,4,FALSE,3.1780538303479458,0.1823215567939546,460
mantyke,1,65,69,water,flying,45,20,50,60,120,50,no-eggs,NA,4,TRUE,4.174387269895637,0,345
snover,1,50.5,67,grass,ice,60,62,50,62,60,40,monster,plant,4,TRUE,3.9219733362813143,0,334
abomasnow,2.2,135.5,173,grass,ice,90,92,75,92,85,60,monster,plant,4,TRUE,4.908971640319756,0.7884573603642703,494
weavile,1.1,34,179,dark,ice,70,120,65,45,85,125,ground,NA,4,TRUE,3.5263605246161616,0.09531017980432493,510
magnezone,1.2,180,241,electric,steel,70,70,115,130,90,60,mineral,NA,4,TRUE,5.19295685089021,0.1823215567939546,535
lickilicky,1.7,140,180,normal,NA,110,85,95,80,95,50,monster,NA,4,FALSE,4.941642422609304,0.5306282510621704,515
rhyperior,2.4,282.8,241,ground,rock,115,140,130,55,55,40,monster,ground,4,TRUE,5.644739934022418,0.8754687373538999,535
tangrowth,2,128.6,187,grass,NA,100,100,125,110,50,50,plant,NA,4,FALSE,4.856706811803519,0.6931471805599453,535
electivire,1.8,138.6,243,electric,NA,75,123,67,95,85,95,humanshape,NA,4,FALSE,4.931592086755803,0.5877866649021191,540
magmortar,1.6,68,243,fire,NA,75,95,67,125,95,83,humanshape,NA,4,FALSE,4.219507705176107,0.47000362924573563,540
togekiss,1.5,38,245,fairy,flying,85,50,95,120,115,80,flying,fairy,4,TRUE,3.6375861597263857,0.4054651081081644,545
yanmega,1.9,51.5,180,bug,flying,86,76,86,116,56,95,bug,NA,4,TRUE,3.9415818076696905,0.6418538861723947,515
leafeon,1,25.5,184,grass,NA,65,110,130,60,65,95,ground,NA,4,FALSE,3.2386784521643803,0,525
glaceon,0.8,25.9,184,ice,NA,65,60,110,130,95,65,ground,NA,4,FALSE,3.254242968705492,-0.2231435513142097,525
gliscor,2,42.5,179,ground,flying,75,95,125,45,75,95,bug,NA,4,TRUE,3.7495040759303713,0.6931471805599453,510
mamoswine,2.5,291,239,ice,ground,110,130,80,70,60,80,ground,NA,4,TRUE,5.673323267171493,0.9162907318741551,530
porygon-z,0.9,34,241,normal,NA,85,80,70,135,75,90,mineral,NA,4,FALSE,3.5263605246161616,-0.10536051565782628,535
gallade,1.6,52,233,psychic,fighting,68,125,65,65,115,80,indeterminate,NA,4,TRUE,3.9512437185814275,0.47000362924573563,518
probopass,1.4,340,184,rock,steel,60,55,145,75,150,40,mineral,NA,4,TRUE,5.8289456176102075,0.3364722366212129,525
dusknoir,2.2,106.6,236,ghost,NA,45,100,135,65,135,45,indeterminate,NA,4,FALSE,4.669083511731744,0.7884573603642703,525
froslass,1.3,26.6,168,ice,ghost,70,80,70,80,70,110,fairy,mineral,4,TRUE,3.2809112157876537,0.26236426446749106,480
rotom,0.3,0.3,154,electric,ghost,50,50,77,95,77,91,indeterminate,NA,4,TRUE,-1.2039728043259361,-1.2039728043259361,440
uxie,0.3,0.3,261,psychic,NA,75,75,130,75,130,95,no-eggs,NA,4,FALSE,-1.2039728043259361,-1.2039728043259361,580
mesprit,0.3,0.3,261,psychic,NA,80,105,105,105,105,80,no-eggs,NA,4,FALSE,-1.2039728043259361,-1.2039728043259361,580
azelf,0.3,0.3,261,psychic,NA,75,125,70,125,70,115,no-eggs,NA,4,FALSE,-1.2039728043259361,-1.2039728043259361,580
dialga,5.4,683,306,steel,dragon,100,120,120,150,100,90,no-eggs,NA,4,TRUE,6.52649485957079,1.6863989535702288,680
palkia,4.2,336,306,water,dragon,90,120,100,150,120,100,no-eggs,NA,4,TRUE,5.817111159963204,1.4350845252893227,680
heatran,1.7,430,270,fire,steel,91,90,106,130,106,77,no-eggs,NA,4,TRUE,6.063785208687608,0.5306282510621704,600
regigigas,3.7,420,302,normal,NA,110,160,110,80,110,100,no-eggs,NA,4,FALSE,6.040254711277414,1.308332819650179,670
giratina-altered,4.5,750,306,ghost,dragon,150,100,120,100,120,90,no-eggs,NA,4,TRUE,6.620073206530356,1.5040773967762742,680
cresselia,1.5,85.6,270,psychic,NA,120,70,120,75,130,85,no-eggs,NA,4,FALSE,4.449685283147696,0.4054651081081644,600
phione,0.4,3.1,216,water,NA,80,80,80,80,80,80,water1,fairy,4,FALSE,1.1314021114911006,-0.916290731874155,480
manaphy,0.3,1.4,270,water,NA,100,100,100,100,100,100,water1,fairy,4,FALSE,0.3364722366212129,-1.2039728043259361,600
darkrai,1.5,50.5,270,dark,NA,70,90,90,135,90,125,no-eggs,NA,4,FALSE,3.9219733362813143,0.4054651081081644,600
shaymin-land,0.2,2.1,270,grass,NA,100,100,100,100,100,100,no-eggs,NA,4,FALSE,0.7419373447293773,-1.6094379124341003,600
arceus,3.2,320,324,normal,NA,120,120,120,120,120,120,no-eggs,NA,4,FALSE,5.768320995793772,1.1631508098056809,720
victini,0.4,4,270,psychic,fire,100,100,100,100,100,100,no-eggs,NA,5,TRUE,1.3862943611198906,-0.916290731874155,600
snivy,0.6,8.1,62,grass,NA,45,45,55,45,55,63,ground,plant,5,FALSE,2.0918640616783932,-0.5108256237659907,308
servine,0.8,16,145,grass,NA,60,60,75,60,75,83,ground,plant,5,FALSE,2.772588722239781,-0.2231435513142097,413
serperior,3.3,63,238,grass,NA,75,75,95,75,95,113,ground,plant,5,FALSE,4.143134726391533,1.1939224684724346,528
tepig,0.5,9.9,62,fire,NA,65,63,45,45,45,45,ground,NA,5,FALSE,2.2925347571405443,-0.6931471805599453,308
pignite,1,55.5,146,fire,fighting,90,93,55,70,55,55,ground,NA,5,TRUE,4.0163830207523885,0,418
emboar,1.6,150,238,fire,fighting,110,123,65,100,65,65,ground,NA,5,TRUE,5.0106352940962555,0.47000362924573563,528
oshawott,0.5,5.9,62,water,NA,55,55,45,63,45,45,ground,NA,5,FALSE,1.7749523509116738,-0.6931471805599453,308
dewott,0.8,24.5,145,water,NA,75,75,60,83,60,60,ground,NA,5,FALSE,3.1986731175506815,-0.2231435513142097,413
samurott,1.5,94.6,238,water,NA,95,100,85,108,70,70,ground,NA,5,FALSE,4.549657476057832,0.4054651081081644,528
patrat,0.5,11.6,51,normal,NA,45,55,39,35,39,42,ground,NA,5,FALSE,2.451005098112319,-0.6931471805599453,255
watchog,1.1,27,147,normal,NA,60,85,69,60,69,77,ground,NA,5,FALSE,3.295836866004329,0.09531017980432493,420
lillipup,0.4,4.1,55,normal,NA,45,60,45,25,45,55,ground,NA,5,FALSE,1.410986973710262,-0.916290731874155,275
herdier,0.9,14.7,130,normal,NA,65,80,65,35,65,60,ground,NA,5,FALSE,2.6878474937846906,-0.10536051565782628,370
stoutland,1.2,61,225,normal,NA,85,110,90,45,90,80,ground,NA,5,FALSE,4.110873864173311,0.1823215567939546,500
purrloin,0.4,10.1,56,dark,NA,41,50,37,50,37,66,ground,NA,5,FALSE,2.3125354238472138,-0.916290731874155,281
liepard,1.1,37.5,156,dark,NA,64,88,50,88,50,106,ground,NA,5,FALSE,3.624340932976365,0.09531017980432493,446
pansage,0.6,10.5,63,grass,NA,50,53,48,53,48,64,ground,NA,5,FALSE,2.3513752571634776,-0.5108256237659907,316
simisage,1.1,30.5,174,grass,NA,75,98,63,98,63,101,ground,NA,5,FALSE,3.417726683613366,0.09531017980432493,498
pansear,0.6,11,63,fire,NA,50,53,48,53,48,64,ground,NA,5,FALSE,2.3978952727983707,-0.5108256237659907,316
simisear,1,28,174,fire,NA,75,98,63,98,63,101,ground,NA,5,FALSE,3.332204510175204,0,498
panpour,0.6,13.5,63,water,NA,50,53,48,53,48,64,ground,NA,5,FALSE,2.6026896854443837,-0.5108256237659907,316
simipour,1,29,174,water,NA,75,98,63,98,63,101,ground,NA,5,FALSE,3.367295829986474,0,498
munna,0.6,23.3,58,psychic,NA,76,25,45,67,55,24,ground,NA,5,FALSE,3.1484533605716547,-0.5108256237659907,292
musharna,1.1,60.5,170,psychic,NA,116,55,85,107,95,29,ground,NA,5,FALSE,4.102643365036796,0.09531017980432493,487
pidove,0.3,2.1,53,normal,flying,50,55,50,36,30,43,flying,NA,5,TRUE,0.7419373447293773,-1.2039728043259361,264
tranquill,0.6,15,125,normal,flying,62,77,62,50,42,65,flying,NA,5,TRUE,2.70805020110221,-0.5108256237659907,358
unfezant,1.2,29,220,normal,flying,80,115,80,65,55,93,flying,NA,5,TRUE,3.367295829986474,0.1823215567939546,488
blitzle,0.8,29.8,59,electric,NA,45,60,32,50,32,76,ground,NA,5,FALSE,3.3945083935113587,-0.2231435513142097,295
zebstrika,1.6,79.5,174,electric,NA,75,100,63,80,63,116,ground,NA,5,FALSE,4.375757021660286,0.47000362924573563,497
roggenrola,0.4,18,56,rock,NA,55,75,85,25,25,15,mineral,NA,5,FALSE,2.8903717578961645,-0.916290731874155,280
boldore,0.9,102,137,rock,NA,70,105,105,50,40,20,mineral,NA,5,FALSE,4.624972813284271,-0.10536051565782628,390
gigalith,1.7,260,232,rock,NA,85,135,130,60,80,25,mineral,NA,5,FALSE,5.560681631015528,0.5306282510621704,515
woobat,0.4,2.1,65,psychic,flying,65,45,43,55,43,72,flying,ground,5,TRUE,0.7419373447293773,-0.916290731874155,323
swoobat,0.9,10.5,149,psychic,flying,67,57,55,77,55,114,flying,ground,5,TRUE,2.3513752571634776,-0.10536051565782628,425
drilbur,0.3,8.5,66,ground,NA,60,85,40,30,45,68,ground,NA,5,FALSE,2.1400661634962708,-1.2039728043259361,328
excadrill,0.7,40.4,178,ground,steel,110,135,60,50,65,88,ground,NA,5,TRUE,3.6988297849671046,-0.35667494393873245,508
audino,1.1,31,390,normal,NA,103,60,86,60,86,50,fairy,NA,5,FALSE,3.4339872044851463,0.09531017980432493,445
timburr,0.6,12.5,61,fighting,NA,75,80,55,25,35,35,humanshape,NA,5,FALSE,2.5257286443082556,-0.5108256237659907,305
gurdurr,1.2,40,142,fighting,NA,85,105,85,40,50,40,humanshape,NA,5,FALSE,3.6888794541139363,0.1823215567939546,405
conkeldurr,1.4,87,227,fighting,NA,105,140,95,55,65,45,humanshape,NA,5,FALSE,4.465908118654584,0.3364722366212129,505
tympole,0.5,4.5,59,water,NA,50,50,40,50,40,64,water1,NA,5,FALSE,1.5040773967762742,-0.6931471805599453,294
palpitoad,0.8,17,134,water,ground,75,65,55,65,55,69,water1,NA,5,TRUE,2.833213344056216,-0.2231435513142097,384
seismitoad,1.5,62,229,water,ground,105,95,75,85,75,74,water1,NA,5,TRUE,4.127134385045092,0.4054651081081644,509
throh,1.3,55.5,163,fighting,NA,120,100,85,30,85,45,humanshape,NA,5,FALSE,4.0163830207523885,0.26236426446749106,465
sawk,1.4,51,163,fighting,NA,75,125,75,30,75,85,humanshape,NA,5,FALSE,3.9318256327243257,0.3364722366212129,465
sewaddle,0.3,2.5,62,bug,grass,45,53,70,40,60,42,bug,NA,5,TRUE,0.9162907318741551,-1.2039728043259361,310
swadloon,0.5,7.3,133,bug,grass,55,63,90,50,80,42,bug,NA,5,TRUE,1.9878743481543455,-0.6931471805599453,380
leavanny,1.2,20.5,225,bug,grass,75,103,80,70,80,92,bug,NA,5,TRUE,3.0204248861443626,0.1823215567939546,500
venipede,0.4,5.3,52,bug,poison,30,45,59,30,39,57,bug,NA,5,TRUE,1.667706820558076,-0.916290731874155,260
whirlipede,1.2,58.5,126,bug,poison,40,55,99,40,79,47,bug,NA,5,TRUE,4.069026754237811,0.1823215567939546,360
scolipede,2.5,200.5,218,bug,poison,60,100,89,55,69,112,bug,NA,5,TRUE,5.300814246746624,0.9162907318741551,485
cottonee,0.3,0.6,56,grass,fairy,40,27,60,37,50,66,fairy,plant,5,TRUE,-0.5108256237659907,-1.2039728043259361,280
whimsicott,0.7,6.6,168,grass,fairy,60,67,85,77,75,116,fairy,plant,5,TRUE,1.8870696490323797,-0.35667494393873245,480
petilil,0.5,6.6,56,grass,NA,45,35,50,70,50,30,plant,NA,5,FALSE,1.8870696490323797,-0.6931471805599453,280
lilligant,1.1,16.3,168,grass,NA,70,60,75,110,75,90,plant,NA,5,FALSE,2.791165107812717,0.09531017980432493,480
basculin-red-striped,1,18,161,water,NA,70,92,65,80,55,98,water2,NA,5,FALSE,2.8903717578961645,0,460
sandile,0.7,15.2,58,ground,dark,50,72,35,35,35,65,ground,NA,5,TRUE,2.7212954278522306,-0.35667494393873245,292
krokorok,1,33.4,123,ground,dark,60,82,45,45,45,74,ground,NA,5,TRUE,3.5085558999826545,0,351
krookodile,1.5,96.3,234,ground,dark,95,117,80,65,70,92,ground,NA,5,TRUE,4.56746831880408,0.4054651081081644,519
darumaka,0.6,37.5,63,fire,NA,70,90,45,15,45,50,ground,NA,5,FALSE,3.624340932976365,-0.5108256237659907,315
darmanitan-standard,1.3,92.9,168,fire,NA,105,140,55,30,55,95,ground,NA,5,FALSE,4.531523645819793,0.26236426446749106,480
maractus,1,28,161,grass,NA,75,86,67,106,67,60,plant,NA,5,FALSE,3.332204510175204,0,461
dwebble,0.3,14.5,65,bug,rock,50,65,85,35,35,55,bug,mineral,5,TRUE,2.6741486494265287,-1.2039728043259361,325
crustle,1.4,200,170,bug,rock,70,105,125,65,75,45,bug,mineral,5,TRUE,5.298317366548036,0.3364722366212129,485
scraggy,0.6,11.8,70,dark,fighting,50,75,70,35,70,48,ground,dragon,5,TRUE,2.468099531471619,-0.5108256237659907,348
scrafty,1.1,30,171,dark,fighting,65,90,115,45,115,58,ground,dragon,5,TRUE,3.4011973816621555,0.09531017980432493,488
sigilyph,1.4,14,172,psychic,flying,72,58,80,103,80,97,flying,NA,5,TRUE,2.6390573296152584,0.3364722366212129,490
yamask,0.5,1.5,61,ghost,NA,38,30,85,55,65,30,mineral,indeterminate,5,FALSE,0.4054651081081644,-0.6931471805599453,303
cofagrigus,1.7,76.5,169,ghost,NA,58,50,145,95,105,30,mineral,indeterminate,5,FALSE,4.33729074083249,0.5306282510621704,483
tirtouga,0.7,16.5,71,water,rock,54,78,103,53,45,22,water1,water3,5,TRUE,2.803360380906535,-0.35667494393873245,355
carracosta,1.2,81,173,water,rock,74,108,133,83,65,32,water1,water3,5,TRUE,4.394449154672439,0.1823215567939546,495
archen,0.5,9.5,71,rock,flying,55,112,45,74,45,70,flying,water3,5,TRUE,2.2512917986064953,-0.6931471805599453,401
archeops,1.4,32,177,rock,flying,75,140,65,112,65,110,flying,water3,5,TRUE,3.4657359027997265,0.3364722366212129,567
trubbish,0.6,31,66,poison,NA,50,50,62,40,62,65,mineral,NA,5,FALSE,3.4339872044851463,-0.5108256237659907,329
garbodor,1.9,107.3,166,poison,NA,80,95,82,60,82,75,mineral,NA,5,FALSE,4.675628649636653,0.6418538861723947,474
zorua,0.7,12.5,66,dark,NA,40,65,40,80,40,65,ground,NA,5,FALSE,2.5257286443082556,-0.35667494393873245,330
zoroark,1.6,81.1,179,dark,NA,60,105,60,120,60,105,ground,NA,5,FALSE,4.395682961121367,0.47000362924573563,510
minccino,0.4,5.8,60,normal,NA,55,50,40,40,40,75,ground,NA,5,FALSE,1.7578579175523736,-0.916290731874155,300
cinccino,0.5,7.5,165,normal,NA,75,95,60,65,60,115,ground,NA,5,FALSE,2.0149030205422647,-0.6931471805599453,470
gothita,0.4,5.8,58,psychic,NA,45,30,50,55,65,45,humanshape,NA,5,FALSE,1.7578579175523736,-0.916290731874155,290
gothorita,0.7,18,137,psychic,NA,60,45,70,75,85,55,humanshape,NA,5,FALSE,2.8903717578961645,-0.35667494393873245,390
gothitelle,1.5,44,221,psychic,NA,70,55,95,95,110,65,humanshape,NA,5,FALSE,3.784189633918261,0.4054651081081644,490
solosis,0.3,1,58,psychic,NA,45,30,40,105,50,20,indeterminate,NA,5,FALSE,0,-1.2039728043259361,290
duosion,0.6,8,130,psychic,NA,65,40,50,125,60,30,indeterminate,NA,5,FALSE,2.0794415416798357,-0.5108256237659907,370
reuniclus,1,20.1,221,psychic,NA,110,65,75,125,85,30,indeterminate,NA,5,FALSE,3.0007198150650303,0,490
ducklett,0.5,5.5,61,water,flying,62,44,50,44,50,55,water1,flying,5,TRUE,1.7047480922384253,-0.6931471805599453,305
swanna,1.3,24.2,166,water,flying,75,87,63,87,63,98,water1,flying,5,TRUE,3.186352633162641,0.26236426446749106,473
vanillite,0.4,5.7,61,ice,NA,36,50,50,65,60,44,mineral,NA,5,FALSE,1.7404661748405046,-0.916290731874155,305
vanillish,1.1,41,138,ice,NA,51,65,65,80,75,59,mineral,NA,5,FALSE,3.713572066704308,0.09531017980432493,395
vanilluxe,1.3,57.5,241,ice,NA,71,95,85,110,95,79,mineral,NA,5,FALSE,4.051784947803305,0.26236426446749106,535
deerling,0.6,19.5,67,normal,grass,60,60,50,40,50,75,ground,NA,5,TRUE,2.970414465569701,-0.5108256237659907,335
sawsbuck,1.9,92.5,166,normal,grass,80,100,70,60,70,95,ground,NA,5,TRUE,4.52720864451838,0.6418538861723947,475
emolga,0.4,5,150,electric,flying,55,75,60,75,60,103,ground,NA,5,TRUE,1.6094379124341003,-0.916290731874155,428
karrablast,0.5,5.9,63,bug,NA,50,75,45,40,45,60,bug,NA,5,FALSE,1.7749523509116738,-0.6931471805599453,315
escavalier,1,33,173,bug,steel,70,135,105,60,105,20,bug,NA,5,TRUE,3.4965075614664802,0,495
foongus,0.2,1,59,grass,poison,69,55,45,55,55,15,plant,NA,5,TRUE,0,-1.6094379124341003,294
amoonguss,0.6,10.5,162,grass,poison,114,85,70,85,80,30,plant,NA,5,TRUE,2.3513752571634776,-0.5108256237659907,464
frillish,1.2,33,67,water,ghost,55,40,50,65,85,40,indeterminate,NA,5,TRUE,3.4965075614664802,0.1823215567939546,335
jellicent,2.2,135,168,water,ghost,100,60,70,85,105,60,indeterminate,NA,5,TRUE,4.90527477843843,0.7884573603642703,480
alomomola,1.2,31.6,165,water,NA,165,75,80,40,45,65,water1,water2,5,FALSE,3.4531571205928664,0.1823215567939546,470
joltik,0.1,0.6,64,bug,electric,50,47,50,57,50,65,bug,NA,5,TRUE,-0.5108256237659907,-2.3025850929940455,319
galvantula,0.8,14.3,165,bug,electric,70,77,60,97,60,108,bug,NA,5,TRUE,2.6602595372658615,-0.2231435513142097,472
ferroseed,0.6,18.8,61,grass,steel,44,50,91,24,86,10,plant,mineral,5,TRUE,2.9338568698359038,-0.5108256237659907,305
ferrothorn,1,110,171,grass,steel,74,94,131,54,116,20,plant,mineral,5,TRUE,4.700480365792417,0,489
klink,0.3,21,60,steel,NA,40,55,70,45,60,30,mineral,NA,5,FALSE,3.044522437723423,-1.2039728043259361,300
klang,0.6,51,154,steel,NA,60,80,95,70,85,50,mineral,NA,5,FALSE,3.9318256327243257,-0.5108256237659907,440
klinklang,0.6,81,234,steel,NA,60,100,115,70,85,90,mineral,NA,5,FALSE,4.394449154672439,-0.5108256237659907,520
tynamo,0.2,0.3,55,electric,NA,35,55,40,45,40,60,indeterminate,NA,5,FALSE,-1.2039728043259361,-1.6094379124341003,275
eelektrik,1.2,22,142,electric,NA,65,85,70,75,70,40,indeterminate,NA,5,FALSE,3.091042453358316,0.1823215567939546,405
eelektross,2.1,80.5,232,electric,NA,85,115,80,105,80,50,indeterminate,NA,5,FALSE,4.388257184424518,0.7419373447293773,515
elgyem,0.5,9,67,psychic,NA,55,55,55,85,55,30,humanshape,NA,5,FALSE,2.1972245773362196,-0.6931471805599453,335
beheeyem,1,34.5,170,psychic,NA,75,75,75,125,95,40,humanshape,NA,5,FALSE,3.5409593240373143,0,485
litwick,0.3,3.1,55,ghost,fire,50,30,55,65,55,20,indeterminate,NA,5,TRUE,1.1314021114911006,-1.2039728043259361,275
lampent,0.6,13,130,ghost,fire,60,40,60,95,60,55,indeterminate,NA,5,TRUE,2.5649493574615367,-0.5108256237659907,370
chandelure,1,34.3,234,ghost,fire,60,55,90,145,90,80,indeterminate,NA,5,TRUE,3.535145354171894,0,520
axew,0.6,18,64,dragon,NA,46,87,60,30,40,57,monster,dragon,5,FALSE,2.8903717578961645,-0.5108256237659907,320
fraxure,1,36,144,dragon,NA,66,117,70,40,50,67,monster,dragon,5,FALSE,3.58351893845611,0,410
haxorus,1.8,105.5,243,dragon,NA,76,147,90,60,70,97,monster,dragon,5,FALSE,4.658710952916121,0.5877866649021191,540
cubchoo,0.5,8.5,61,ice,NA,55,70,40,60,40,40,ground,NA,5,FALSE,2.1400661634962708,-0.6931471805599453,305
beartic,2.6,260,177,ice,NA,95,130,80,70,80,50,ground,NA,5,FALSE,5.560681631015528,0.9555114450274363,505
cryogonal,1.1,148,180,ice,NA,80,50,50,95,135,105,mineral,NA,5,FALSE,4.997212273764115,0.09531017980432493,515
shelmet,0.4,7.7,61,bug,NA,50,40,85,40,65,25,bug,NA,5,FALSE,2.0412203288596382,-0.916290731874155,305
accelgor,0.8,25.3,173,bug,NA,80,70,40,100,60,145,bug,NA,5,FALSE,3.2308043957334744,-0.2231435513142097,495
stunfisk,0.7,11,165,ground,electric,109,66,84,81,99,32,water1,indeterminate,5,TRUE,2.3978952727983707,-0.35667494393873245,471
mienfoo,0.9,20,70,fighting,NA,45,85,50,55,50,65,ground,humanshape,5,FALSE,2.995732273553991,-0.10536051565782628,350
mienshao,1.4,35.5,179,fighting,NA,65,125,60,95,60,105,ground,humanshape,5,FALSE,3.56953269648137,0.3364722366212129,510
druddigon,1.6,139,170,dragon,NA,77,120,90,60,90,48,monster,dragon,5,FALSE,4.9344739331306915,0.47000362924573563,485
golett,1,92,61,ground,ghost,59,74,50,35,50,35,mineral,NA,5,TRUE,4.5217885770490405,0,303
golurk,2.8,330,169,ground,ghost,89,124,80,55,80,55,mineral,NA,5,TRUE,5.799092654460526,1.0296194171811581,483
pawniard,0.5,10.2,68,dark,steel,45,85,70,40,40,60,humanshape,NA,5,TRUE,2.3223877202902252,-0.6931471805599453,340
bisharp,1.6,70,172,dark,steel,65,125,100,60,70,70,humanshape,NA,5,TRUE,4.248495242049359,0.47000362924573563,490
bouffalant,1.6,94.6,172,normal,NA,95,110,95,40,95,55,ground,NA,5,FALSE,4.549657476057832,0.47000362924573563,490
rufflet,0.5,10.5,70,normal,flying,70,83,50,37,50,60,flying,NA,5,TRUE,2.3513752571634776,-0.6931471805599453,350
braviary,1.5,41,179,normal,flying,100,123,75,57,75,80,flying,NA,5,TRUE,3.713572066704308,0.4054651081081644,510
vullaby,0.5,9,74,dark,flying,70,55,75,45,65,60,flying,NA,5,TRUE,2.1972245773362196,-0.6931471805599453,370
mandibuzz,1.2,39.5,179,dark,flying,110,65,105,55,95,80,flying,NA,5,TRUE,3.676300671907076,0.1823215567939546,510
heatmor,1.4,58,169,fire,NA,85,97,66,105,66,65,ground,NA,5,FALSE,4.060443010546419,0.3364722366212129,484
durant,0.3,33,169,bug,steel,58,109,112,48,48,109,bug,NA,5,TRUE,3.4965075614664802,-1.2039728043259361,484
deino,0.8,17.3,60,dark,dragon,52,65,50,45,50,38,dragon,NA,5,TRUE,2.8507065015037334,-0.2231435513142097,300
zweilous,1.4,50,147,dark,dragon,72,85,70,65,70,58,dragon,NA,5,TRUE,3.912023005428146,0.3364722366212129,420
hydreigon,1.8,160,270,dark,dragon,92,105,90,125,90,98,dragon,NA,5,TRUE,5.075173815233827,0.5877866649021191,600
larvesta,1.1,28.8,72,bug,fire,55,85,55,50,55,60,bug,NA,5,TRUE,3.3603753871419,0.09531017980432493,360
volcarona,1.6,46,248,bug,fire,85,60,65,135,105,100,bug,NA,5,TRUE,3.828641396489095,0.47000362924573563,550
cobalion,2.1,250,261,steel,fighting,91,90,129,90,72,108,no-eggs,NA,5,TRUE,5.521460917862246,0.7419373447293773,580
terrakion,1.9,260,261,rock,fighting,91,129,90,72,90,108,no-eggs,NA,5,TRUE,5.560681631015528,0.6418538861723947,580
virizion,2,200,261,grass,fighting,91,90,72,90,129,108,no-eggs,NA,5,TRUE,5.298317366548036,0.6931471805599453,580
tornadus-incarnate,1.5,63,261,flying,NA,79,115,70,125,80,111,no-eggs,NA,5,FALSE,4.143134726391533,0.4054651081081644,580
